"KOD10,C,5","JEL,C,1","NEV,C,150","NEM,C,1","KOR_A,N,2,0","KOR_F,N,2,0","ERV_KEZD,C,8","ERV_VEGE,C,8"
F7100,,Közepes mentális retardáció enyhe viselkedésromlással,0,0,99,19950101,29991231
F7110,,Közepes mentális retardáció markáns viselkedésromlással,0,0,99,19950101,29991231
F7180,,Közepes mentális retardáció egyéb viselkedésromlással,0,0,99,19950101,29991231
F7190,,Közepes mentális retardáció viselkedésromlás nélkül,0,0,99,19950101,29991231
F7200,,Súlyos mentális retardáció enyhe viselkedésromlással,0,0,99,19950101,29991231
F7210,,Súlyos mentális retardáció markáns viselkedésromlással,0,0,99,19950101,29991231
F7280,,Súlyos mentális retardáció egyéb viselkedésromlással,0,0,99,19950101,29991231
F7290,,Súlyos mentális retardáció viselkedésromlás nélkül,0,0,99,19950101,29991231
F7300,,Igen súlyos mentális retardáció enyhe viselkedésromlással,0,0,99,19950101,29991231
F7310,,Igen súlyos mentális retardáció markáns viselkedésromlással,0,0,99,19950101,29991231
F7380,,Igen súlyos mentális retardáció egyéb viselkedésromlással,0,0,99,19950101,29991231
F7390,,Igen súlyos mentális retardáció viselkedésromlás nélkül,0,0,99,19950101,29991231
F7800,,"Mentális retardáció k.m.n., enyhe viselkedésromlással",0,0,99,19950101,29991231
F7810,,"Mentális retardáció k.m.n., markáns viselkedésromlással",0,0,99,19950101,29991231
F7880,,"Mentális retardáció k.m.n., egyéb viselkedésromlással",0,0,99,19950101,29991231
F7890,,"Mentális retardáció k.m.n., viselkedésromlás nélkül",0,0,99,19950101,29991231
F7900,,Nem-osztályozott mentális retardáció enyhe viselkedésromlással,0,0,99,19950101,29991231
F7910,,Nem-osztályozott mentális retardáció markáns viselkedésromlással,0,0,99,19950101,29991231
F7980,,Nem-osztályozott mentális retardáció egyéb viselkedésromlással,0,0,99,19950101,29991231
F7990,,Nem-osztályozott mentális retardáció viselkedésromlás nélkül,0,0,99,19950101,29991231
F8000,,Az artikuláció jellegzetes zavara,0,0,99,19950101,29991231
F8010,,A kifejezï (expresszív) beszéd zavara,0,0,99,19950101,29991231
F8020,,A beszédmegértés (receptív beszéd) zavara,0,0,99,19950101,29991231
F8030,,Szerzett afázia epilepsziával [Landau-Kleffner szindróma],0,0,99,19950101,29991231
F8080,,Egyéb nyelvi és beszédfejlïdési zavar,0,0,99,19950101,29991231
F8090,,Nem-meghatározott zavara a beszéd és a nyelv fejlïdésének,0,0,99,19950101,29991231
F8100,,Meghatározott olvasási zavar (diszlexia),0,0,99,19950101,29991231
F8110,,Az írás zavara (diszgráfia),0,0,99,19950101,29991231
F8120,,Az aritmetikai készségek zavara (diszkalkulia),0,0,99,19950101,29991231
F8130,,Az iskolai készségek kevert zavara,0,0,99,19950101,29991231
F8180,,Egyéb fejlïdési zavara az iskolai készségeknek,0,0,99,19950101,29991231
F8190,,Nem-meghatározott fejlïdési zavara az iskolai készségeknek,0,0,99,19950101,29991231
F82H0,,A motoros funkció specifikus fejlïdési rendellenességei,0,0,99,19950101,29991231
F83H0,,Kevert specifikus fejlïdési zavarok,0,0,99,19950101,29991231
F8400,,Gyermekkori autizmus (autismus infantilis),0,0,99,19950101,29991231
F8410,,Atípusos autizmus,0,0,99,19950101,29991231
F8420,,Rett-szindróma,0,0,99,19950101,29991231
F8430,,Egyéb gyermekkori desintegrativ zavar,0,0,99,19950101,29991231
F8440,,Túlzott aktivitás mentális retardatióval és sztereotip mozgászavarral,0,0,99,19950101,29991231
F8450,,Asperger-szindróma,0,0,99,19950101,29991231
F8480,,Egyéb pervaziv (átható) fejlïdési zavar,0,0,99,19950101,29991231
F8490,,Nem-meghatározott pervaziv (átható) fejlïdési zavar,0,0,99,19950101,29991231
F88H0,,A pszichológiai fejlïdés egyéb rendellenességei,0,0,99,19950101,29991231
F89H0,,A pszichológiai fejlïdés rendellenességei k.m.n.,0,0,99,19950101,29991231
F9000,,Az aktivitás és a figyelem zavarai,0,0,18,19950101,29991231
F9010,,Hiperkinetikus magatartászavar,0,0,18,19950101,29991231
F9080,,Egyéb hiperkinetikus zavar,0,0,18,19950101,29991231
F9090,,Nem-meghatározott hiperkinetikus zavar,0,0,18,19950101,29991231
F9100,,A családi körre korlátozódó magatartászavar,0,0,99,19950101,29991231
F9110,,Kortárscsoportba sem beilleszkedettek magatartászavara (nem szoc.zált),0,0,99,19950101,29991231
F9120,,Kortárs-csoportba beilleszkedettek magatartászavara (szocializált),0,0,99,19950101,29991231
F9130,,Nyílt (kihívó) oppoziciós zavar,0,0,99,19950101,29991231
F9180,,Egyéb magatartászavar,0,0,99,19950101,29991231
F9190,,Nem-meghatározott magatartászavar,0,0,99,19950101,29991231
F9200,,Depressziós magatartászavar,0,0,99,19950101,29991231
F9280,,Egyéb kevert magatartás és emócionális zavar,0,0,99,19950101,29991231
F9290,,Nem-meghatározott kevert emócionális és magatartászavar,0,0,18,19950101,29991231
F9300,,Szeparációs szorongás a gyermekkorban,0,0,99,19950101,29991231
F9310,,Fóbiás szorongásos zavar gyermekkorban,0,0,99,19950101,29991231
F9320,,Szociális szorongásos zavar gyermekkorban,0,0,99,19950101,29991231
F9330,,Testvér rivalizáció (zavara),0,0,18,19950101,29991231
F9380,,Egyéb gyermekkori emócionális zavar,0,0,18,19950101,29991231
F9390,,Nem-meghatározott gyermekkori emócionális zavar,0,0,18,19950101,29991231
F9400,,Elektív mutizmus,0,0,99,19950101,29991231
F9410,,Reaktív kötïdési zavar gyermekkorban,0,0,99,19950101,29991231
F9420,,Diszinhibiciós (gátlástalan) kötïdési zavar gyermekkorban,0,0,99,19950101,29991231
F9480,,Egyéb gyermekkori szociális funkciózavar,0,0,99,19950101,29991231
F9490,,Nem-meghatározott gyermekkori szociális funkciózavar,0,0,99,19950101,29991231
F9500,,Átmeneti tic (zavar),0,0,99,19950101,29991231
F9510,,Krónikus motoros vagy vokális tic (zavar),0,0,99,19950101,29991231
F9520,,Kombinált vokális és multiplex motoros tic (zavar),0,0,99,19950101,29991231
F9580,,Egyéb tic zavarok,0,0,99,19950101,29991231
F9590,,Nem-meghatározott tic zavarok,0,0,99,19950101,29991231
F9800,,Nem-organikus enurézis,0,0,99,19950101,29991231
F9810,,Nem-organikus enkoprézis,0,0,99,19950101,29991231
F9820,,Csecsemï- és gyermekkori táplálási zavarok,0,0,99,19950101,29991231
F9830,,Pica csecsemï- és gyermekkorban,0,0,99,19950101,29991231
F9840,,Sztereotip mozgászavar,0,0,99,19950101,29991231
F9850,,"Dadogás (psallismus, ischophonia)",0,2,99,19950101,29991231
F9860,,Hadarás (agitolalia),0,2,99,19950101,29991231
F9880,,Egyéb gyermek- vagy serdülïkorban kezdïdï k.m.n emócionális zavar,0,0,99,19950101,29991231
F9890,,Gyermek- vagy serdülïkorban kezdïdï k.m.n. emócionális zavar,0,0,99,19950101,29991231
F99H0,,Másként nem-meghatározott mentális rendellenesség,0,0,99,19950101,29991231
G0000,,Haemophilus agyhártyagyulladás,0,0,99,19950101,29991231
G0010,,Pneumococcus okozta agyhártyagyulladás,0,0,99,19950101,29991231
G0020,,Streptococcus okozta agyhártyagyulladás,0,0,99,19950101,29991231
G0030,,Staphylococcus okozta agyhártyagyulladás,0,0,99,19950101,29991231
G0080,,Egyéb baktérium okozta agyhártyagyulladás,0,0,99,19950101,29991231
G0090,,Baktérium okozta agyhártyagyulladás k.m.n.,0,0,99,19950101,29991231
G01H0,*,Agyhártyagyulladás máshova osztályozott bakteriális betegségekben,0,0,99,19950101,29991231
G0200,*,Agyhártyagyulladás máshova osztályozott vírusbetegségekben,0,0,99,19950101,29991231
G0210,*,Agyhártyagyulladás mycosisokban,0,0,99,19950101,29991231
G0280,*,Agyhártyagyulladás egyéb más. oszt. fertïzï és parazitás betegségekben,0,0,99,19950101,29991231
G0300,,Nem gennykeltïk okozta agyhártyagyulladás,0,0,99,19950101,29991231
G0310,,Idült agyhártyagyulladás,0,0,99,19950101,29991231
G0320,,"Jóindulatú, visszatérï agyhártyagyulladás [Mollaret]",0,0,99,19950101,29991231
G0380,,Egyéb meghatározott eredet¹ agyhártyagyulladás,0,0,99,19950101,29991231
G0390,,Agyhártyagyulladás k.m.n.,0,0,99,19950101,29991231
G0400,,Heveny disszeminált agyvelïgyulladás,0,0,99,19950101,29991231
G0410,,Trópusi spasticus paraplegia,0,0,99,19950101,29991231
G0420,,Bakteriális meningoencephalitis és meningomyelitis m.n.o.,0,0,99,19950101,29991231
G0480,,"Egyéb encephalitis, myelitis és encephalomyelitis",0,0,99,19950101,29991231
G0490,,"Encephalitis, myelitis és encephalomyelitis k.m.n.",0,0,99,19950101,29991231
G0500,*,"Encephalitis, myelitis, encephalomyelitis másh.oszt.bakt.betegségekben",0,0,99,19950101,29991231
G0510,*,"Encephalitis, myelitis, encephalomyelitis másh.oszt.vírusbetegségekben",0,0,99,19950101,29991231
G0520,*,"Encephalitis, myelitis, encephalomyelitis egyéb fertïzï-parazitás bet.",0,0,99,19950101,29991231
G0580,*,"Encephalitis, myelitis, encephalomyelitis egyéb másh. o. betegségekben",0,0,99,19950101,29991231
G0600,,Intracranialis tályog és granuloma,0,0,99,19950101,29991231
G0610,,Intraspinalis tályog és granuloma,0,0,99,19950101,29991231
G0620,,Extraduralis és subduralis tályog k.m.n.,0,0,99,19950101,29991231
G07H0,*,"Intracranialis, intraspinalis tályog, granuloma másh. o. betegségekben",0,0,99,19950101,29991231
G08H0,,Koponya¹ri és gerinccsatornai phlebitis és thrombophlebitis,0,0,99,19950101,29991231
G09H0,,A központi idegrendszer gyulladásos megbetegedéseinek következményei,0,0,99,19950101,29991231
G10H0,,Huntington-kór,0,0,99,19950101,29991231
G1100,,"Veleszületett, non-progressiv ataxia",0,0,99,19950101,29991231
G1110,,Korai kisagyi ataxia,0,0,99,19950101,29991231
G1120,,Késïi kezdet¹ kisagyi ataxia,0,0,99,19950101,29991231
G1130,,Kisagyi ataxia károsodott DNA replicatióval,0,0,99,19950101,29991231
G1140,,Öröklïdï spasticus paraplegia,0,0,99,19950101,29991231
G1180,,Egyéb öröklïdï ataxiák,0,0,99,19950101,29991231
G1190,,Öröklïdï ataxia k.m.n.,0,0,99,19950101,29991231
G1200,,Csecsemïkori gerincvelïi izomsorvadás I. típus [Werdnig-Hoffmann],0,0,99,19950101,29991231
G1210,,Egyéb öröklïdï gerincvelïi izomsorvadás,0,0,99,19950101,29991231
G1220,,Mozgató neuron megbetegedés,0,0,99,19950101,29991231
G1280,,Egyéb gerincvelïi izomsorvadások és rokon syndromák,0,0,99,19950101,29991231
G1290,,Gerincvelïi izomsorvadás k.m.n.,0,0,99,19950101,29991231
G1300,*,Paraneoplasticus neuromyopathia és neuropathia,0,0,99,19950101,29991231
G1310,*,Közp.idegrendszer elsïdleges sziszt.sorvadása daganatos betegségekben,0,0,99,19950101,29991231
G1320,*,Közp.idegrendszer elsïdleges sziszt.sorvadása myxoedemában (E00.1+),0,0,99,19950101,29991231
G1380,*,Közp.idegrendszer elsïdleges sziszt.sorvadása egyéb másh.o. bet.gekben,0,0,99,19950101,29991231
G20H0,,Parkinson-kór,0,0,99,19950101,29991231
G2100,,Rosszindulatú neurolepticus syndroma,0,0,99,19950101,29991231
G2110,,"Egyéb, gyógyszer-indukálta másodlagos parkinsonismus",0,0,99,19950101,29991231
G2120,,Más külsï tényezïk okozta másodlagos parkinsonismus,0,0,99,19950101,29991231
G2130,,Agyvelïgyulladás utáni parkinsonismus,0,0,99,19950101,29991231
G2180,,Egyéb másodlagos parkinsonismus,0,0,99,19950101,29991231
G2190,,Másodlagos parkinsonismus k.m.n.,0,0,99,19950101,29991231
G22H0,*,Parkinsonismus máshová osztályozott betegségekben,0,0,99,19950101,29991231
G2300,,Hallervorden-Spatz betegség,0,0,99,19950101,29991231
G2310,,Progresszív supranuclearis ophthalmoplegia,0,0,99,19950101,29991231
G2320,,Striatonigralis elfajulás,0,0,99,19950101,29991231
G2380,,"A törzsdúcok egyéb, meghatározott elfajulásos megbetegedései",0,0,99,19950101,29991231
G2390,,A törzsdúcok nem meghatározott elfajulásos betegsége,0,0,99,19950101,29991231
G2400,,Gyógyszer kiváltotta dystonia,0,0,99,19950101,29991231
G2410,,Idiopathiás familiaris dystonia,0,0,99,19950101,29991231
G2420,,Idiopathiás nem-familiaris dystonia,0,0,99,19950101,29991231
G2430,,Spasticus torticollis,0,0,99,19950101,29991231
G2440,,Idiopathiás orofacialis dystonia,0,0,99,19950101,29991231
G2450,,Szemhéjgörcs (blepharospasmus),0,0,99,19950101,29991231
G2480,,Egyéb dystonia,0,0,99,19950101,29991231
G2490,,"Dystonia, k.m.n.",0,0,99,19950101,29991231
G2500,,Essentialis tremor,0,0,99,19950101,29991231
G2510,,Gyógyszer-indukálta tremor,0,0,99,19950101,29991231
G2520,,Egyéb meghatározott tremorok,0,0,99,19950101,29991231
G2530,,Myoclonus,0,0,99,19950101,29991231
G2540,,Gyógyszer-indukálta chorea,0,0,99,19950101,29991231
G2550,,Egyéb chorea,0,0,99,19950101,29991231
G2560,,Gyógyszer-indukálta és egyéb szervi eredet¹ tic-ek,0,0,99,19950101,29991231
G2580,,"Egyéb meghatározott, extrapyramidalis és mozgási rendellenességek",0,0,99,19950101,29991231
G2590,,"Extrapyramidalis és mozgási rendellenesség, k.m.n.",0,0,99,19950101,29991231
G26H0,*,Extrapyramidalis és mozgási rendellenességek másh. o. betegségekben,0,0,99,19950101,29991231
G3000,,Korai kezdet¹ Alzheimer-kór,0,0,99,19950101,29991231
G3010,,Késïi kezdet¹ Alzheimer-kór,0,0,99,19950101,29991231
G3080,,Egyéb Alzheimer-kór,0,0,99,19950101,29991231
G3090,,Alzheimer-kór k.m.n.,0,0,99,19950101,29991231
G3100,,Körülírt agyi sorvadás,0,0,99,19950101,29991231
G3110,,"Aggkori agyi elfajulás, m.n.o.",0,40,99,19950101,29991231
G3120,,Alkohol okozta központi idegrendszeri elfajulás,0,0,99,19950101,29991231
G3180,,Egyéb meghatározott idegrendszeri elfajulásos betegségek,0,0,99,19950101,29991231
G3190,,Idegrendszeri elfajulásos betegség k.m.n.,0,0,99,19950101,29991231
G3200,*,A gerincvelï szubakut kombinált elfajulása másh. o. betegségekben,0,0,99,19950101,29991231
G3280,*,A közp. idegrendszer egyéb meghat. elváltozásai más. o. betegségekben,0,0,99,19950101,29991231
G35H0,,Sclerosis multiplex,0,0,99,19950101,29991231
G3600,,A látóideg velïhüvely gyulladása [neuromyelitis optica Devic],0,0,99,19950101,29991231
G3610,,Heveny és félheveny vérzéses leukoencephalitis [Hurst],0,0,99,19950101,29991231
G3680,,Egyéb meghatározott heveny disszeminált demyelinisatio,0,0,99,19950101,29991231
G3690,,"Heveny, disszeminált demyelinisatio, k.m.n.",0,0,99,19950101,29991231
G3700,,Diffúz sclerosis,0,0,99,19950101,29991231
G3710,,A corpus callosum centrális demyelinisatiója,0,0,99,19950101,29991231
G3720,,A híd centrális myelinolysise,0,0,99,19950101,29991231
G3730,,Akut myelitis transv. a közp.idegrendszer demyelinisatiós betegségében,0,0,99,19950101,29991231
G3740,,Félheveny nekrotizáló myelitis,0,0,99,19950101,29991231
G3750,,Koncentrikus sclerosis [Baló],0,0,99,19950101,29991231
G3780,,A központi idegrendszer egyéb meghatározott demyelinisatiós betegségei,0,0,99,19950101,29991231
G3790,,A központi idegrendszer demyelinisatiós betegsége k.m.n.,0,0,99,19950101,29991231
G4000,,Lokalizáció függï idiopathiás epilepsia lokális kezdet¹ rohamokkal,0,0,99,19950101,29991231
G4010,,Lokalizáció függï tüneti epilepsia egyszer¹ parciális rohamokkal,0,0,99,19950101,29991231
G4020,,Lokalizáció függï tüneti epilepsia összetett parciális rohamokkal,0,0,99,19950101,29991231
G4030,,Általánosult idiopathiás epilepsia és epilepsiás syndromák,0,0,99,19950101,29991231
G4040,,Egyéb általánosult epilepsiák és epilepsiás syndromák,0,0,99,19950101,29991231
G4050,,Speciális epilepsiás syndromák,0,0,99,19950101,29991231
G4060,,Grand mal rohamok k.m.n. (petit mal-lal vagy anélkül),0,0,99,19950101,29991231
G4070,,Petit mal k.m.n. grand mal rohamok nélkül,0,0,99,19950101,29991231
G4080,,Egyéb epilepsia,0,0,99,19950101,29991231
G4090,,"Epilepsia, k.m.n.",0,0,99,19950101,29991231
G4100,,Grand mal status epilepticus,0,0,99,19950101,29991231
G4110,,Petit mal status epilepticus,0,0,99,19950101,29991231
G4120,,Összetett részleges status epilepticus,0,0,99,19950101,29991231
G4180,,Egyéb status epilepticus,0,0,99,19950101,29991231
G4190,,"Status epilepticus, k.m.n.",0,0,99,19950101,29991231
G4300,,Migrén aura nélkül [közönséges migrén],0,0,99,19950101,29991231
G4310,,Migrén aurával [klasszikus migrén],0,0,99,19950101,29991231
G4320,,Status migrainosus,0,0,99,19950101,29991231
G4330,,Szövïdményes migrén,0,0,99,19950101,29991231
G4380,,Egyéb migrén,0,0,99,19950101,29991231
G4390,,Migrén k.m.n.,0,0,99,19950101,29991231
G4400,,Halmozott fejfájás syndroma,0,0,99,19950101,29991231
G4410,,Éreredet¹ fejfájás m.n.o.,0,0,99,19950101,29991231
G4420,,Tensiós típusú fejfájás,0,0,99,19950101,29991231
G4430,,"Idült, posttraumás fejfájás",0,0,99,19950101,29991231
G4440,,Gyógyszer okozta fejfájás m.n.o.,0,0,99,19950101,29991231
G4480,,"Egyéb, meghatározott fejfájás syndromák",0,0,99,19950101,29991231
G4500,,Vertebrobasilaris syndroma,0,0,99,19950101,29991231
G4510,,Arteria carotis syndroma (féltekei),0,0,99,19950101,29991231
G4520,,Többszörös és kétoldali praecerebralis arteria syndromák,0,0,99,19950101,29991231
G4530,,Amaurosis fugax,0,0,99,19950101,29991231
G4540,,Átmeneti globális amnesia,0,0,99,19950101,29991231
G4580,,"Egyéb, átmeneti agyi ischaemiás attakok és rokon syndromák",0,0,99,19950101,29991231
G4590,,Átmeneti agyi ischaemiás attak (TIA) k.m.n.,0,0,99,19950101,29991231
G4600,*,Arteria cerebri media syndroma (I66.0+),0,0,99,19950101,29991231
G4610,*,Arteria cerebri anterior syndroma (I66.1+),0,0,99,19950101,29991231
G4620,*,Arteria cerebri posterior syndroma (I66.2+),0,0,99,19950101,29991231
G4630,*,Agytörzsi szélütés (stroke) syndroma (I60-I67+),0,0,99,19950101,29991231
G4640,*,Kisagyi stroke syndroma (I60-I67+),0,0,99,19950101,29991231
G4650,*,Tisztán motoros lacunaris syndroma (I60-I67+),0,0,99,19950101,29991231
G4660,*,Tisztán szenzoros lacunáris syndroma (I60-I67+),0,0,99,19950101,29991231
G4670,*,Egyéb lacunáris syndromák (I60-I67+),0,0,99,19950101,29991231
G4680,*,Egyéb éreredet¹ agyi syndromák agyi érbetegségekben (I60-I67+),0,0,99,19950101,29991231
G4700,,Elalvási és átalvási zavarok [insomniák],0,0,99,19950101,29991231
G4710,,Túlzott aluszékonyság [hypersomniák],0,0,99,19950101,29991231
G4720,,Az alvás-ébrenlét ciklus zavarai,0,0,99,19950101,29991231
G4730,,Alvási apnoe,0,0,99,19950101,29991231
G4740,,Narcolepsia és catalepsia,0,0,99,19950101,29991231
G4780,,Egyéb alvászavarok,0,0,99,19950101,29991231
G4790,,Alvászavar k.m.n.,0,0,99,19950101,29991231
G5000,,Trigeminus neuralgia,0,0,99,19950101,29991231
G5010,,Atípusos arcfájdalom,0,0,99,19950101,29991231
G5080,,A n. trigeminus egyéb rendellenességei,0,0,99,19950101,29991231
G5090,,A n. trigeminus rendellenessége k.m.n.,0,0,99,19950101,29991231
G5100,,Bell-féle bénulás,0,0,99,19950101,29991231
G5110,,Geniculatum ganglionitis,0,0,99,19950101,29991231
G5120,,Melkersson-syndroma,0,0,99,19950101,29991231
G5130,,Clonusos féloldali facialis görcs,0,0,99,19950101,29991231
G5140,,Facialis myokymia,0,0,99,19950101,29991231
G5180,,Az arcideg egyéb rendellenességei,0,0,99,19950101,29991231
G5190,,Az arcideg rendellenessége k.m.n.,0,0,99,19950101,29991231
G5200,,A szaglóideg rendellenességei,0,0,99,19950101,29991231
G5210,,A n. glossopharyngeus rendellenességei,0,0,99,19950101,29991231
G5220,,A n. vagus rendellenességei,0,0,99,19950101,29991231
G5230,,A n. hypoglossus rendellenességei,0,0,99,19950101,29991231
G5270,,Több agyideg rendellenességei,0,0,99,19950101,29991231
G5280,,Az agyidegek egyéb meghatározott rendellenességei,0,0,99,19950101,29991231
G5290,,Agyideg rendellenesség k.m.n.,0,0,99,19950101,29991231
G5300,*,Zoster utáni idegfájdalom (B02.2+),0,0,99,19950101,29991231
G5310,*,Többszörös agyidegbénulások másh.o. fertïzï és parazitás betegségekben,0,0,99,19950101,29991231
G5320,*,Többszörös agyidegbénulások sarcoidosisban (D86.8+),0,0,99,19950101,29991231
G5330,*,Többszörös agyidegbénulások daganatos megbetegedésekben (C00-D48+),0,0,99,19950101,29991231
G5380,*,Egyéb agyideg tünetek máshova osztályozott betegségekben,0,0,99,19950101,29991231
G5400,,Plexus brachialis rendellenességek,0,0,99,19950101,29991231
G5410,,Ágyéki-keresztcsonti plexus rendellenességek,0,0,99,19950101,29991231
G5420,,Nyaki gyök-rendellenességek m.n.o.,0,0,99,19950101,29991231
G5430,,Háti gyök-rendellenességek m.n.o.,0,0,99,19950101,29991231
G5440,,Ágyéki-keresztcsonti gyök-rendellenességek m.n.o.,0,0,99,19950101,29991231
G5450,,Amyotrophia neuralgica,0,0,99,19950101,29991231
G5460,,Végtag fantom-syndroma fájdalommal,0,0,99,19950101,29991231
G5470,,Végtag fantom-syndroma fájdalom nélkül,0,0,99,19950101,29991231
G5480,,Egyéb gyök és plexus rendellenességek,0,0,99,19950101,29991231
G5490,,Gyök és plexus rendellenesség k.m.n.,0,0,99,19950101,29991231
G5500,*,Gyök és plexus kompressziók daganatos megbetegedésekben (C00-D48+),0,0,99,19950101,29991231
G5510,*,Gyök és plexus kompressziók csigolya közti porckorong betegségekben,0,0,99,19950101,29991231
G5520,*,Gyök és plexus kompressziók spondylosisban (M47.-+),0,0,99,19950101,29991231
G5530,*,"Gyök és plexus kompressziók egyéb háti bántalmakban (M45-M46+, M48.-+)",0,0,99,19950101,29991231
G5580,*,Egyéb gyök és plexus kompressziók egyéb másh. oszt. betegségekben,0,0,99,19950101,29991231
G5600,,Carpal tunnel (carpalis alagút) syndroma,0,0,99,19950101,29991231
G5610,,A n. medianus egyéb károsodásai,0,0,99,19950101,29991231
G5620,,A n. ulnaris károsodása,0,0,99,19950101,29991231
G5630,,A. n. radialis károsodása,0,0,99,19950101,29991231
G5640,,Causalgia,0,0,99,19950101,29991231
G5680,,A felsï végtag egyéb mononeuropathiái,0,0,99,19950101,29991231
G5690,,"Felsï végtagi mononeuropathia, k.m.n.",0,0,99,19950101,29991231
G5700,,A n. ischiadicus károsodása,0,0,99,19950101,29991231
G5710,,Meralgia paraesthetica,0,0,99,19950101,29991231
G5720,,A. n. femoralis károsodása,0,0,99,19950101,29991231
G5730,,A n. popliteus lat. károsodása,0,0,99,19950101,29991231
G5740,,A n. popliteus int. károsodása,0,0,99,19950101,29991231
G5750,,Tarsalis alagút syndroma,0,0,99,19950101,29991231
G5760,,A n. plantaris károsodása,0,0,99,19950101,29991231
G5780,,Az alsó végtagok egyéb mononeuropathiái,0,0,99,19950101,29991231
G5790,,"Alsó végtagi mononeuropathia, k.m.n.",0,0,99,19950101,29991231
G5800,,Borda közti ideg bántalom,0,0,99,19950101,29991231
G5870,,Többszörös mononeuritis,0,0,99,19950101,29991231
G5880,,Egyéb meghatározott mononeuropathiák,0,0,99,19950101,29991231
G5890,,"Mononeuropathia, k.m.n.",0,0,99,19950101,29991231
G5900,*,Diabeteses mononeuropathia (E10-E14 +közös .4 negyedik karakterrel),0,0,99,19950101,29991231
G5980,*,Egyéb mononeuropathia máshova osztályozott betegségekben,0,0,99,19950101,29991231
G6000,,Örökletes mozgató- és érzïideg bántalom,0,0,99,19950101,29991231
G6010,,Refsum betegség,0,0,99,19950101,29991231
G6020,,Örökletes ataxiához társuló idegbántalom,0,0,99,19950101,29991231
G6030,,Idiopathiás progresszív neuropathia,0,0,99,19950101,29991231
G6080,,Egyéb örökletes és idiopathiás idegbántalmak,0,0,99,19950101,29991231
G6090,,Örökletes és idiopathiás neuropathia k.m.n.,0,0,99,19950101,29991231
G6100,,Guillain-Barré-syndroma,0,0,99,19950101,29991231
G6110,,Serum neuropathia,0,0,99,19950101,29991231
G6180,,Egyéb gyulladásos polyneuropathiák,0,0,99,19950101,29991231
G6190,,Gyulladásos polyneuropathia k.m.n.,0,0,99,19950101,29991231
G6200,,Gyógyszer okozta polyneuropathia,0,0,99,19950101,29991231
G6210,,Alkoholos polyneuropathia,0,0,99,19950101,29991231
G6220,,Egyéb toxikus tényezïk okozta polyneuropathia,0,0,99,19950101,29991231
G6280,,Egyéb meghatározott polyneuropathiák,0,0,99,19950101,29991231
G6290,,Polyneuropathia k.m.n.,0,0,99,19950101,29991231
G6300,*,Polyneuropathia másh. oszt. fertïzï és parazitás megbetegedésekben,0,0,99,19950101,29991231
G6310,*,Polyneuropathia daganatos betegségekben (C00-D48+),0,0,99,19950101,29991231
G6320,*,Diabetes polyneuropathia (E10-E14+ közös .4 negyedik karakterrel),0,0,99,19950101,29991231
G6330,*,Polyneuropathia egyéb endocrin és anyagcsere betegségekben (E00-E07+),0,0,99,19950101,29991231
G6340,*,Polyneuropathia táplálkozási hiány-syndromákban (E40-E64+),0,0,99,19950101,29991231
G6350,*,Polyneuropathia kötïszöveti rendszer megbetegedésekben (M30-M35+),0,0,99,19950101,29991231
G6360,*,"Polyneuropathia egyéb vázizomzat megbetegedésekben (M00-M25+,M40-M96+)",0,0,99,19950101,29991231
G6380,*,Polyneuropathia egyéb máshova osztályozott betegségekben,0,0,99,19950101,29991231
G64H0,,A környéki idegrendszer egyéb megbetegedései,0,0,99,19950101,29991231
G7000,,Myasthenia gravis,0,0,99,19950101,29991231
G7010,,Toxikus myoneuralis megbetegedések,0,0,99,19950101,29991231
G7020,,Veleszületett és fejlïdési myasthenia,0,0,99,19950101,29991231
G7080,,Egyéb meghatározott myoneuralis rendellenességek,0,0,99,19950101,29991231
G7090,,"Myoneuralis rendellenesség, k.m.n.",0,0,99,19950101,29991231
G7100,,Izom dystrophia,0,0,99,19950101,29991231
G7110,,Myotoniás rendellenességek,0,0,99,19950101,29991231
G7120,,Veleszületett myopathiák,0,0,99,19950101,29991231
G7130,,Mitochondrialis izombántalom m.n.o.,0,0,99,19950101,29991231
G7180,,Az izomzat egyéb elsïdleges rendellenességei,0,0,99,19950101,29991231
G7190,,Elsïdleges izom-rendellenesség k.m.n.,0,0,99,19950101,29991231
G7200,,Gyógyszer okozta izombántalom,0,0,99,19950101,29991231
G7210,,Alkoholos izombántalom,0,0,99,19950101,29991231
G7220,,Egyéb mérgezï anyagok okozta izombántalom,0,0,99,19950101,29991231
G7230,,Periódikus bénulás,0,0,99,19950101,29991231
G7240,,Gyulladásos myopathia m.n.o.,0,0,99,19950101,29991231
G7280,,Egyéb meghatározott myopathiák,0,0,99,19950101,29991231
G7290,,Myopathia k.m.n.,0,0,99,19950101,29991231
G7300,*,Myastheniás syndromák endocrin betegségekben,0,0,99,19950101,29991231
G7310,*,Eaton-Lambert-syndroma (C80+),0,0,99,19950101,29991231
G7320,*,Egyéb myastheniás syndromák daganatos betegségekben (C00-D48+),0,0,99,19950101,29991231
G7330,*,Myastheniás syndromák máshova osztályozott betegségekben,0,0,99,19950101,29991231
G7340,*,Izombántalom máshova osztályozott fertïzï és parazitás betegségekben,0,0,99,19950101,29991231
G7350,*,Izombántalom endocrin betegségekben,0,0,99,19950101,29991231
G7360,*,Izombántalom anyagcsere betegségekben,0,0,99,19950101,29991231
